county_code,county_name,mk_trend,mk_p,sen_slope,change_year,change_p,pre_mean,post_mean
230604.0,让胡路区,no-trend,0.24492877823603054,-0.3333333333333333,,0.3415963347729109,,
230605.0,红岗区,no-trend,0.8580276569875211,0.0,,1.4106580130730146,,
230606.0,大同区,no-trend,0.3251794800983281,0.8,,0.2791673856390263,,
230621.0,肇州县,no-trend,0.788446734264471,-3.8333333333333335,,0.4949906250906068,,
230622.0,肇源县,no-trend,0.28313087066234677,-2.1666666666666665,,0.4949906250906068,,
230623.0,林甸县,no-trend,0.7205147871362554,0.0,,1.4106580130730146,,
230624.0,杜尔伯特蒙古族自治县,no-trend,0.788446734264471,-1.0,,0.9118248435222587,,
230702.0,伊春区,no-trend,0.4742743507673297,0.0,,1.2857330193004377,,
230703.0,南岔区,no-trend,0.5915050369949166,0.0,,1.0337026689833984,,
230705.0,西林区,no-trend,1.0,0.0,,1.6434267509592657,,
230706.0,翠峦区,no-trend,1.0,0.0,,1.7450505857388476,,
230707.0,新青区,no-trend,0.5915050369949166,0.0,,0.6866409702513011,,
230711.0,乌马河区,no-trend,0.5915050369949166,0.0,,1.4106580130730146,,
230712.0,汤旺河区,no-trend,0.9287300745648026,0.0,,1.6434267509592657,,
230714.0,乌伊岭区,no-trend,1.0,0.0,,1.6434267509592657,,
230715.0,红星区,no-trend,0.5915050369949166,0.0,,1.4106580130730146,,
230719.0,友好区,no-trend,0.6547208460185772,0.0,,1.159156557569619,,
230722.0,嘉荫县,no-trend,0.24492877823603054,-2.3333333333333335,,0.6866409702513011,,
230781.0,铁力市,no-trend,0.5915050369949166,-1.2,,0.9118248435222587,,
230803.0,向阳区,no-trend,0.6547208460185772,0.0,,1.4106580130730146,,
230804.0,前进区,no-trend,0.8580276569875211,0.0,,1.6434267509592657,,
230805.0,东风区,no-trend,0.07363827012030266,-0.2,,0.4949906250906068,,
230811.0,郊区,no-trend,0.788446734264471,-0.5,,1.0337026689833984,,
230822.0,桦南县,no-trend,0.9287300745648026,-0.3333333333333333,,0.5861816545675114,,
230826.0,桦川县,no-trend,0.42082864053496993,-12.0,,0.4949906250906068,,
230828.0,汤原县,no-trend,0.5312499859948483,-1.4,,0.9118248435222587,,
230881.0,同江市,no-trend,0.2104977000553374,-8.2,,0.4949906250906068,,
230882.0,富锦市,no-trend,0.28313087066234677,-30.0,,0.4134509240660289,,
230883.0,抚远县,no-trend,0.7205147871362554,-2.0,,1.159156557569619,,
230902.0,新兴区,no-trend,0.5915050369949166,-3.6666666666666665,,0.6866409702513011,,
230904.0,茄子河区,no-trend,0.42082864053496993,-1.3333333333333333,,0.6866409702513011,,
230921.0,勃利县,no-trend,0.8580276569875211,-2.0,,0.9118248435222587,,
231002.0,东安区,no-trend,0.42082864053496993,0.16666666666666666,,0.7955902386398751,,
231003.0,阳明区,no-trend,0.3251794800983281,0.3333333333333333,,0.4949906250906068,,
231004.0,爱民区,no-trend,1.0,0.0,,1.5309285600192974,,
231005.0,西安区,no-trend,0.28313087066234677,0.16666666666666666,,0.3415963347729109,,
231025.0,林口县,no-trend,0.42082864053496993,0.6666666666666666,,0.22567237463411383,,
231081.0,绥芬河市,no-trend,0.5312499859948483,0.0,,1.4106580130730146,,
231083.0,海林市,no-trend,0.28313087066234677,0.3333333333333333,,0.4949906250906068,,
231084.0,宁安市,no-trend,0.3251794800983281,0.8,,0.6866409702513011,,
231085.0,穆棱市,increasing,0.03966867046306666,1.8,,0.22567237463411383,,
231086.0,东宁市,no-trend,0.9287300745648026,0.16666666666666666,,0.7955902386398751,,
231102.0,爱辉区,no-trend,1.0,0.0,,0.4949906250906068,,
231121.0,嫩江市,no-trend,0.15240628395674927,-23.0,,0.4949906250906068,,
231123.0,逊克县,no-trend,0.5312499859948483,-9.5,,0.4949906250906068,,
231124.0,孙吴县,no-trend,0.15240628395674927,-2.25,,0.4949906250906068,,
231181.0,北安市,decreasing,0.007290358091535776,-13.0,,0.1427225391127721,,
231182.0,五大连池市,no-trend,0.24492877823603054,-6.0,,0.4949906250906068,,
231202.0,北林区,no-trend,0.8580276569875211,4.0,,0.4949906250906068,,
231221.0,望奎县,no-trend,0.7205147871362554,3.5,,0.4949906250906068,,
231222.0,兰西县,no-trend,0.4742743507673297,-12.625,,0.4949906250906068,,
231223.0,青冈县,no-trend,0.37109336952269767,-12.833333333333334,,0.4949906250906068,,
231224.0,庆安县,no-trend,0.788446734264471,1.0,,0.7955902386398751,,
231225.0,明水县,no-trend,0.07363827012030266,-7.5,,0.1427225391127721,,
231226.0,绥棱县,no-trend,0.37109336952269767,-1.2,,0.6866409702513011,,
231281.0,安达市,no-trend,0.42082864053496993,-5.0,,0.2791673856390263,,
231282.0,肇东市,no-trend,0.28313087066234677,-17.0,,0.2791673856390263,,
231283.0,海伦市,no-trend,0.7205147871362554,-1.8333333333333333,,0.4949906250906068,,
232721.0,呼玛县,no-trend,1.0,0.0,,1.0337026689833984,,
232722.0,塔河县,no-trend,0.28313087066234677,0.0,,0.6866409702513011,,
